,dt,device_type,search_origin,search_destination,search_route,search_adult_count,search_child_count,search_cabin_class,search_type,search_departure_date,search_arrival_date,is_marked_as_eco_option,currency,amount,unit,operating_carrier,booking_type,latitude_deg_origin,longitude_deg_origin,iso_country_origin,iata_code_origin,latitude_deg_dest,longitude_deg_dest,iso_country_dest,iata_code_dest,distance_miles,distance_km,CO2_emissions,CO2_emissions_per_passenger
82,2022-02-05,IOS,LHR,EDI,LOND-EDI,7.0,3.0,ECONOMY,oneway,2022-07-20 00:00:00,,False,GBP,46900.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
83,2022-02-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2022-12-16 00:00:00,2022-12-18 00:00:00,True,GBP,22500.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
84,2022-02-05,IOS,LHR,EDI,LOND-EDI,3.0,0.0,ECONOMY,return,2022-12-16 00:00:00,2022-12-18 00:00:00,True,GBP,22500.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
85,2022-02-05,IOS,LHR,EDI,LOND-EDI,7.0,3.0,ECONOMY,oneway,2022-07-20 00:00:00,,True,GBP,29700.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
86,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,1.0,ECONOMY,return,2022-07-18 00:00:00,2022-07-21 00:00:00,True,GBP,20100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
87,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,1.0,ECONOMY,return,2022-07-18 00:00:00,2022-07-21 00:00:00,True,GBP,20100.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
88,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,1.0,ECONOMY,return,2022-12-22 00:00:00,2022-12-26 00:00:00,True,GBP,20400.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
89,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,1.0,ECONOMY,return,2022-12-22 00:00:00,2022-12-26 00:00:00,True,GBP,20400.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
90,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-07-06 00:00:00,2019-09-06 00:00:00,False,GBP,27000.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
91,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-07-06 00:00:00,2019-09-06 00:00:00,False,GBP,27000.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
92,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,mutli_city,2022-07-18 00:00:00,2022-03-08 00:00:00,False,TWD,4231500.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
93,2019-06-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2019-07-06 00:00:00,2019-10-06 00:00:00,False,GBP,25100.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
94,2019-06-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2019-07-06 00:00:00,2019-10-06 00:00:00,False,GBP,25100.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
95,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-06-07 00:00:00,,False,NZD,11200.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
96,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-06-07 00:00:00,,False,NZD,11200.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
97,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-05 00:00:00,,False,GBP,2300.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
98,2019-06-05,IOS,LHR,EDI,LHR-EDI,2.0,0.0,ECONOMY,oneway,2019-07-15 00:00:00,,False,INR,1298700.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
99,2019-06-05,IOS,LHR,EDI,LHR-EDI,2.0,0.0,ECONOMY,oneway,2019-07-15 00:00:00,,False,INR,1298700.0,CENTI,-32302,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
100,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,17400.0,CENTI,-32302,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
101,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,17400.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
102,2022-02-05,IOS,LHR,EDI,LHR-EDI,3.0,0.0,ECONOMY,oneway,2022-04-07 00:00:00,,True,GBP,64700.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
103,2022-02-05,IOS,LHR,EDI,LHR-EDI,3.0,0.0,ECONOMY,oneway,2022-04-07 00:00:00,,True,GBP,64700.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
104,2022-02-05,IOS,LHR,EDI,LHR-EDI,3.0,0.0,ECONOMY,oneway,2022-04-07 00:00:00,,True,GBP,64700.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
105,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-02-07 00:00:00,2019-07-16 00:00:00,False,GBP,4900.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
106,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-02-07 00:00:00,2019-07-16 00:00:00,False,GBP,4900.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
107,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,True,NZD,15100.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
108,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,True,NZD,15100.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
109,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2022-07-21 00:00:00,2022-07-24 00:00:00,False,GBP,12500.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
110,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2022-07-21 00:00:00,2022-07-24 00:00:00,False,GBP,12500.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
111,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2022-07-21 00:00:00,2022-07-24 00:00:00,False,GBP,12500.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
112,2021-03-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2021-05-16 00:00:00,2021-05-18 00:00:00,False,GBP,18700.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
113,2021-03-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2021-05-16 00:00:00,2021-05-18 00:00:00,False,GBP,18700.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
114,2021-03-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,return,2021-05-16 00:00:00,2021-05-18 00:00:00,False,GBP,18700.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
115,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,True,GBP,3500.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
116,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-06-19 00:00:00,,True,GBP,3500.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
117,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,2.0,ECONOMY,oneway,2021-05-28 00:00:00,,False,GBP,73400.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
118,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,True,NZD,30400.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
119,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,True,NZD,30400.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
120,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-06-05 00:00:00,2022-09-05 00:00:00,False,GBP,13000.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
121,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-08-06 00:00:00,,True,EUR,6300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
122,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-08-06 00:00:00,,True,EUR,6300.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
123,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-06-16 00:00:00,2022-06-19 00:00:00,False,GBP,16500.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
124,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-06-16 00:00:00,2022-06-19 00:00:00,False,GBP,16500.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
125,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-06-16 00:00:00,2022-06-19 00:00:00,False,GBP,16500.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
126,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2019-06-05 00:00:00,,False,GBP,5300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
127,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2019-07-31 00:00:00,,False,GBP,6600.0,CENTI,-32302,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
128,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2019-07-31 00:00:00,,False,GBP,6600.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
129,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-06-05 00:00:00,2022-09-05 00:00:00,True,GBP,9600.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
130,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-06-05 00:00:00,2022-09-05 00:00:00,True,GBP,9600.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
131,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-05-29 00:00:00,,False,GBP,14200.0,CENTI,-32528,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
132,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-05-29 00:00:00,,False,GBP,14200.0,CENTI,-32528,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
133,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-05-29 00:00:00,,False,GBP,14200.0,CENTI,-32528,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
134,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-03-05 00:00:00,2022-04-05 00:00:00,False,GBP,21000.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
135,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-08-27 00:00:00,2021-08-29 00:00:00,False,GBP,17200.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
136,2021-03-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2021-08-27 00:00:00,2021-08-29 00:00:00,False,GBP,17200.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
137,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-07-17 00:00:00,,True,CLP,4818500.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
138,2022-02-05,IOS,LHR,EDI,LOND-EDI,7.0,3.0,ECONOMY,oneway,2022-07-20 00:00:00,,True,GBP,41100.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
139,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-03-06 00:00:00,,False,GBP,3700.0,CENTI,-32480,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
140,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-03-06 00:00:00,,False,GBP,3700.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
141,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-03-06 00:00:00,,False,GBP,3700.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
142,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-24 00:00:00,2022-05-26 00:00:00,False,GBP,18300.0,CENTI,-32528,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
143,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-06-05 00:00:00,,False,GBP,4800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
144,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-06-05 00:00:00,,False,GBP,4800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
145,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-10-05 00:00:00,2022-10-05 00:00:00,False,GBP,14400.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
146,2019-06-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2019-12-05 00:00:00,,False,CNY,44500.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
147,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-05-31 00:00:00,2019-02-06 00:00:00,False,GBP,10300.0,CENTI,-31915,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
148,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-05-31 00:00:00,2019-02-06 00:00:00,False,GBP,10300.0,CENTI,-31915,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
149,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-29 00:00:00,,False,GBP,7000.0,CENTI,-32528,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
150,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-29 00:00:00,,False,GBP,7000.0,CENTI,-32528,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
151,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2022-05-29 00:00:00,,False,GBP,7000.0,CENTI,-32528,BOOK_WITH_SKYSCANNER,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
152,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-17 00:00:00,2022-05-20 00:00:00,True,GBP,8300.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
153,2022-02-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2022-05-17 00:00:00,2022-05-20 00:00:00,True,GBP,8300.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
154,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,True,TWD,332700.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
155,2021-03-05,IOS,LHR,EDI,LOND-EDI,8.0,0.0,ECONOMY,return,2022-05-27 00:00:00,2022-05-30 00:00:00,False,GBP,65800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
156,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-05-08 00:00:00,2022-07-08 00:00:00,True,GBP,18800.0,CENTI,-32356,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
157,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,return,2022-05-08 00:00:00,2022-07-08 00:00:00,True,GBP,18800.0,CENTI,-32356,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
158,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,False,NZD,15100.0,CENTI,-32480,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
159,2022-02-05,IOS,LHR,EDI,LHR-EDI,1.0,0.0,ECONOMY,oneway,2022-07-18 00:00:00,,False,NZD,15100.0,CENTI,-32480,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
160,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,16700.0,CENTI,-32302,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
161,2019-06-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,return,2019-11-05 00:00:00,2019-12-05 00:00:00,False,GBP,16700.0,CENTI,-32302,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
162,2021-03-05,IOS,LHR,EDI,LOND-EDI,1.0,0.0,ECONOMY,oneway,2021-05-17 00:00:00,,False,EUR,8400.0,CENTI,-32528,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
163,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-06-05 00:00:00,,False,AUD,31600.0,CENTI,-32528,REDIRECT,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
164,2022-02-05,IOS,LHR,EDI,LOND-EDI,2.0,0.0,ECONOMY,oneway,2022-06-05 00:00:00,,False,AUD,31600.0,CENTI,-32528,DIRECT_BOOKING,51.4706,-0.461941,GB,LHR,55.950145,-3.372288,GB,EDI,331.5269422004703,533.5408952686737,3679.949045175048,25.91513412095104
